Province/State,Country/Region,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered
South Australia,Australia,2/2/2020 22:33,,,2,0,0
South Australia,Australia,2/2/2020 22:33,,,2,0,0
South Australia,Australia,2/2/2020 22:33,,,2,0,0
South Australia,Australia,2/2/2020 22:33,,,2,0,0
Shanxi,Mainland China,2/2/2020 23:23,,,66,0,3
Chongqing,Mainland China,2/2/2020 23:33,,,300,2,7
Cook Islands,New Zealand,2/2/2020 23:43,,,0,0,0
England,United Kingdom,2/2/2020 23:43,,,0,2,0
Gansu,Mainland China,2/2/2020 23:43,,,51,0,3
Guernsey,United Kingdom,2/2/2020 23:43,,,0,0,0
Hubei,Mainland China,2/2/2020 23:43,,,11177,350,295
Jersey,United Kingdom,2/2/2020 23:43,,,0,0,0
Johor,Malaysia,2/2/2020 23:43,,,0,0,0
Kedah,Malaysia,2/2/2020 23:43,,,0,0,0
Kelantan,Malaysia,2/2/2020 23:43,,,0,0,0
Melaka,Malaysia,2/2/2020 23:43,,,0,0,0
Negeri Sembilan,Malaysia,2/2/2020 23:43,,,0,0,0
Niue,New Zealand,2/2/2020 23:43,,,0,0,0
Northern Ireland,United Kingdom,2/2/2020 23:43,,,0,0,0
Pahang,Malaysia,2/2/2020 23:43,,,0,0,0
Perak,Malaysia,2/2/2020 23:43,,,0,0,0
Perlis,Malaysia,2/2/2020 23:43,,,0,0,0
Pitcairn Islands,United Kingdom,2/2/2020 23:43,,,0,0,0
Pulau Pinang,Malaysia,2/2/2020 23:43,,,0,0,0
Sabah,Malaysia,2/2/2020 23:43,,,0,0,0
Sarawak,Malaysia,2/2/2020 23:43,,,0,0,0
Scotland,United Kingdom,2/2/2020 23:43,,,0,0,0
Selangor,Malaysia,2/2/2020 23:43,,,0,0,0
Terengganu,Malaysia,2/2/2020 23:43,,,0,0,0
Unknown,China,2/2/2020 23:43,,,0,0,0
Unknown,Malaysia,2/2/2020 23:43,,,0,0,0
Unknown,Ukraine,2/2/2020 23:43,,,0,0,0
W.P. Kuala Lumpur,Malaysia,2/2/2020 23:43,,,0,0,0
W.P. Labuan,Malaysia,2/2/2020 23:43,,,0,0,0
W.P. Putrajaya,Malaysia,2/2/2020 23:43,,,0,0,0
Wales,United Kingdom,2/2/2020 23:43,,,0,0,0
,Kiribati,2/2/2020 23:43,,,0,0,0
,Palau,2/2/2020 23:43,,,0,0,0
,Summer Olympics 2020,2/2/2020 23:43,,,0,0,0
,Tonga,2/2/2020 23:43,,,0,0,0
,Winter Olympics 2022,2/2/2020 23:43,,,0,0,0
,Antarctica,2/2/2020 23:43,,,0,0,0
,"Korea, North",2/2/2020 23:43,,,0,0,0
,Nauru,2/2/2020 23:43,,,0,0,0
,Tuvalu,2/2/2020 23:43,,,0,0,0
Hong Kong,Hong Kong,2/2/2020 23:53,,,15,0,0
Hong Kong,Hong Kong,2/2/2020 23:53,,,15,0,0
Hebei,Mainland China,2/3/2020 0:23,,,113,1,3
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
"Santa Clara, CA",US,2/3/2020 0:43,,,2,0,0
Jilin,Mainland China,2/3/2020 0:53,,,31,0,1
Guizhou,Mainland China,2/3/2020 1:03,,,46,0,2
Xinjiang,Mainland China,2/3/2020 1:13,,,24,0,0
Jiangxi,Mainland China,2/3/2020 1:33,,,391,0,18
Shaanxi,Mainland China,2/3/2020 2:33,,,128,0,0
Qinghai,Mainland China,2/3/2020 2:43,,,13,0,0
Inner Mongolia,Mainland China,2/3/2020 3:03,,,34,0,1
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,,,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
"San Benito, CA",US,2/3/2020 3:53,36.5761,-120.9876,2,0,0
Shanghai,Mainland China,2/3/2020 7:03,,,203,1,10
Heilongjiang,Mainland China,2/3/2020 7:13,,,121,2,2
Ningxia,Mainland China,2/3/2020 8:33,,,31,0,1
Beijing,Mainland China,2/3/2020 9:23,,,212,1,12
Hunan,Mainland China,2/3/2020 11:03,,,521,0,22
Jiangsu,Mainland China,2/3/2020 11:03,,,271,0,8
Sichuan,Mainland China,2/3/2020 11:23,,,254,1,14
Fujian,Mainland China,2/3/2020 11:33,,,179,0,1
Guangxi,Mainland China,2/3/2020 12:33,,,127,0,7
Guangdong,Mainland China,2/3/2020 12:53,,,725,0,21
Zhejiang,Mainland China,2/3/2020 13:33,,,724,0,43
Tianjin,Mainland China,2/3/2020 13:53,,,60,0,1
Anhui,Mainland China,2/3/2020 17:11,,,408,0,14
Hainan,Mainland China,2/3/2020 17:11,,,72,1,4
Henan,Mainland China,2/3/2020 17:11,,,566,2,16
Liaoning,Mainland China,2/3/2020 17:11,,,74,0,1
Shandong,Mainland China,2/3/2020 17:11,,,259,0,7
,Germany,2/3/2020 20:53,,,12,0,0
,Germany,2/3/2020 20:53,,,12,0,0
,Germany,2/3/2020 20:53,,,12,0,0
,Germany,2/3/2020 20:53,,,12,0,0
,Vietnam,2/3/2020 21:43,,,8,0,1
,India,2/3/2020 21:43,,,3,0,0
,Vietnam,2/3/2020 21:43,,,8,0,1
,India,2/3/2020 21:43,,,3,0,0
,Vietnam,2/3/2020 21:43,,,8,0,1
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
,India,2/3/2020 21:43,,,3,0,0
Gansu,Mainland China,2/3/2020 23:03,,,55,0,3
Shanxi,Mainland China,2/3/2020 23:13,,,74,0,2
Cook Islands,New Zealand,2/3/2020 23:23,,,0,0,0
England,United Kingdom,2/3/2020 23:23,,,0,2,0
Guernsey,United Kingdom,2/3/2020 23:23,,,0,0,0
Hubei,Mainland China,2/3/2020 23:23,,,13522,414,386
Jersey,United Kingdom,2/3/2020 23:23,,,0,0,0
Johor,Malaysia,2/3/2020 23:23,,,0,0,0
Kedah,Malaysia,2/3/2020 23:23,,,0,0,0
Kelantan,Malaysia,2/3/2020 23:23,,,0,0,0
Melaka,Malaysia,2/3/2020 23:23,,,0,0,0
Negeri Sembilan,Malaysia,2/3/2020 23:23,,,0,0,0
Niue,New Zealand,2/3/2020 23:23,,,0,0,0
Northern Ireland,United Kingdom,2/3/2020 23:23,,,0,0,0
Pahang,Malaysia,2/3/2020 23:23,,,0,0,0
Perak,Malaysia,2/3/2020 23:23,,,0,0,0
Perlis,Malaysia,2/3/2020 23:23,,,0,0,0
Pitcairn Islands,United Kingdom,2/3/2020 23:23,,,0,0,0
Pulau Pinang,Malaysia,2/3/2020 23:23,,,0,0,0
Sabah,Malaysia,2/3/2020 23:23,,,0,0,0
Sarawak,Malaysia,2/3/2020 23:23,,,0,0,0
Scotland,United Kingdom,2/3/2020 23:23,,,0,0,0
Selangor,Malaysia,2/3/2020 23:23,,,0,0,0
Terengganu,Malaysia,2/3/2020 23:23,,,0,0,0
Unknown,China,2/3/2020 23:23,,,0,0,0
Unknown,Malaysia,2/3/2020 23:23,,,0,0,0
Unknown,Ukraine,2/3/2020 23:23,,,0,0,0
W.P. Kuala Lumpur,Malaysia,2/3/2020 23:23,,,0,0,0
W.P. Labuan,Malaysia,2/3/2020 23:23,,,0,0,0
W.P. Putrajaya,Malaysia,2/3/2020 23:23,,,0,0,0
Wales,United Kingdom,2/3/2020 23:23,,,0,0,0
Yunnan,Mainland China,2/3/2020 23:23,,,117,0,5
,Kiribati,2/3/2020 23:23,,,0,0,0
,Palau,2/3/2020 23:23,,,0,0,0
,Summer Olympics 2020,2/3/2020 23:23,,,0,0,0
,Tonga,2/3/2020 23:23,,,0,0,0
,Winter Olympics 2022,2/3/2020 23:23,,,0,0,0
,Antarctica,2/3/2020 23:23,,,0,0,0
,"Korea, North",2/3/2020 23:23,,,0,0,0
,Nauru,2/3/2020 23:23,,,0,0,0
,Tuvalu,2/3/2020 23:23,,,0,0,0
Chongqing,Mainland China,2/3/2020 23:43,,,337,2,9
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"London, ON",Canada,2/4/2020 0:03,,,1,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
"Toronto, ON",Canada,2/4/2020 0:13,,,2,0,0
Jilin,Mainland China,2/4/2020 0:23,,,42,0,1
Qinghai,Mainland China,2/4/2020 1:33,,,15,0,0
Xinjiang,Mainland China,2/4/2020 1:33,,,29,0,0
Sichuan,Mainland China,2/4/2020 1:43,,,282,1,14
Ningxia,Mainland China,2/4/2020 2:13,,,34,0,1
Ningxia,Mainland China,2/4/2020 2:13,,,34,0,1
Inner Mongolia,Mainland China,2/4/2020 3:03,,,35,0,1
Macau,Macau,2/4/2020 4:43,,,10,0,0
Macau,Macau,2/4/2020 4:43,,,10,0,0
Anhui,Mainland China,2/4/2020 5:33,,,480,0,20
Guangxi,Mainland China,2/4/2020 5:53,,,139,0,10
Shanghai,Mainland China,2/4/2020 6:33,,,219,1,12
Heilongjiang,Mainland China,2/4/2020 7:43,,,155,2,4
Beijing,Mainland China,2/4/2020 8:33,,,228,1,23
Hebei,Mainland China,2/4/2020 8:53,,,126,1,4
Hong Kong,Hong Kong,2/4/2020 9:03,,,17,1,0
Guizhou,Mainland China,2/4/2020 10:43,,,58,0,2
Hainan,Mainland China,2/4/2020 11:33,,,80,1,5
Henan,Mainland China,2/4/2020 11:53,,,675,2,27
Jiangsu,Mainland China,2/4/2020 11:53,,,308,0,12
Shandong,Mainland China,2/4/2020 12:03,,,275,0,11
Fujian,Mainland China,2/4/2020 12:13,,,194,0,3
Shaanxi,Mainland China,2/4/2020 12:33,,,142,0,2
Guangdong,Mainland China,2/4/2020 13:03,,,813,0,30
Zhejiang,Mainland China,2/4/2020 13:03,,,829,0,62
Tianjin,Mainland China,2/4/2020 13:33,,,67,0,2
Hunan,Mainland China,2/4/2020 14:03,,,593,0,31
Liaoning,Mainland China,2/4/2020 14:13,,,81,0,2
Jiangxi,Mainland China,2/4/2020 14:43,,,476,0,20
Taiwan,Taiwan,2/4/2020 14:53,,,11,0,0
Taiwan,Taiwan,2/4/2020 14:53,,,11,0,0
,Thailand,2/4/2020 15:33,,,25,0,10
,Singapore,2/4/2020 15:33,,,24,0,0
,South Korea,2/4/2020 15:33,,,16,0,0
,Thailand,2/4/2020 15:33,,,25,0,10
,Thailand,2/4/2020 15:33,,,25,0,10
,Thailand,2/4/2020 15:33,,,25,0,10
Gansu,Mainland China,2/4/2020 15:43,,,57,0,4
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Belgium,2/4/2020 15:43,,,1,0,0
,Japan,2/4/2020 16:43,,,22,0,1
,Japan,2/4/2020 16:43,,,22,0,1
Queensland,Australia,2/4/2020 16:53,,,3,0,0
Queensland,Australia,2/4/2020 16:53,,,3,0,0
Shanxi,Mainland China,2/4/2020 23:23,,,81,0,4
Yunnan,Mainland China,2/4/2020 23:23,,,122,0,5
Chongqing,Mainland China,2/4/2020 23:43,,,366,2,9
Cook Islands,New Zealand,2/4/2020 23:43,,,0,0,0
England,United Kingdom,2/4/2020 23:43,,,0,2,0
Guernsey,United Kingdom,2/4/2020 23:43,,,0,0,0
Hubei,Mainland China,2/4/2020 23:43,,,16678,479,522
Jersey,United Kingdom,2/4/2020 23:43,,,0,0,0
Johor,Malaysia,2/4/2020 23:43,,,0,0,0
Kedah,Malaysia,2/4/2020 23:43,,,0,0,0
Kelantan,Malaysia,2/4/2020 23:43,,,0,0,0
Melaka,Malaysia,2/4/2020 23:43,,,0,0,0
Negeri Sembilan,Malaysia,2/4/2020 23:43,,,0,0,0
Niue,New Zealand,2/4/2020 23:43,,,0,0,0
Northern Ireland,United Kingdom,2/4/2020 23:43,,,0,0,0
Pahang,Malaysia,2/4/2020 23:43,,,0,0,0
Perak,Malaysia,2/4/2020 23:43,,,0,0,0
Perlis,Malaysia,2/4/2020 23:43,,,0,0,0
Pitcairn Islands,United Kingdom,2/4/2020 23:43,,,0,0,0
Pulau Pinang,Malaysia,2/4/2020 23:43,,,0,0,0
Sabah,Malaysia,2/4/2020 23:43,,,0,0,0
Sarawak,Malaysia,2/4/2020 23:43,,,0,0,0
Scotland,United Kingdom,2/4/2020 23:43,,,0,0,0
Selangor,Malaysia,2/4/2020 23:43,,,0,0,0
Terengganu,Malaysia,2/4/2020 23:43,,,0,0,0
Unknown,China,2/4/2020 23:43,,,0,0,0
Unknown,Malaysia,2/4/2020 23:43,,,0,0,0
Unknown,Ukraine,2/4/2020 23:43,,,0,0,0
W.P. Kuala Lumpur,Malaysia,2/4/2020 23:43,,,0,0,0
W.P. Labuan,Malaysia,2/4/2020 23:43,,,0,0,0
W.P. Putrajaya,Malaysia,2/4/2020 23:43,,,0,0,0
Wales,United Kingdom,2/4/2020 23:43,,,0,0,0
,Kiribati,2/4/2020 23:43,,,0,0,0
,Palau,2/4/2020 23:43,,,0,0,0
,Summer Olympics 2020,2/4/2020 23:43,,,0,0,0
,Tonga,2/4/2020 23:43,,,0,0,0
,Winter Olympics 2022,2/4/2020 23:43,,,0,0,0
,Antarctica,2/4/2020 23:43,,,0,0,0
,"Korea, North",2/4/2020 23:43,,,0,0,0
,Nauru,2/4/2020 23:43,,,0,0,0
,Tuvalu,2/4/2020 23:43,,,0,0,0
Jiangxi,Mainland China,2/5/2020 1:33,,,548,0,27
Xinjiang,Mainland China,2/5/2020 2:03,,,32,0,0
Qinghai,Mainland China,2/5/2020 3:13,,,17,0,3
Tianjin,Mainland China,2/5/2020 3:43,,,69,1,2
Beijing,Mainland China,2/5/2020 5:43,,,253,1,24
Shanghai,Mainland China,2/5/2020 6:23,,,243,1,15
Shaanxi,Mainland China,2/5/2020 8:43,,,165,0,6
Inner Mongolia,Mainland China,2/5/2020 8:53,,,42,0,3
Shandong,Mainland China,2/5/2020 10:13,,,307,0,15
Sichuan,Mainland China,2/5/2020 10:13,,,301,1,24
Jilin,Mainland China,2/5/2020 11:03,,,54,0,2
Hebei,Mainland China,2/5/2020 11:23,,,135,1,6
Guangxi,Mainland China,2/5/2020 12:03,,,150,0,13
Heilongjiang,Mainland China,2/5/2020 12:13,,,190,2,7
Fujian,Mainland China,2/5/2020 12:33,,,205,0,11
Guizhou,Mainland China,2/5/2020 12:33,,,64,1,9
Jiangsu,Mainland China,2/5/2020 12:43,,,341,0,23
Hong Kong,Hong Kong,2/5/2020 13:13,,,21,1,0
Guangdong,Mainland China,2/5/2020 13:23,,,895,0,49
Anhui,Mainland China,2/5/2020 13:43,,,530,0,23
Henan,Mainland China,2/5/2020 15:03,,,764,2,47
Zhejiang,Mainland China,2/5/2020 15:13,,,895,0,78
Hunan,Mainland China,2/5/2020 15:23,,,661,0,54
Liaoning,Mainland China,2/5/2020 15:23,,,89,0,4
Shanxi,Mainland China,2/5/2020 15:23,,,81,0,5
,South Korea,2/5/2020 15:33,,,19,0,0
Gansu,Mainland China,2/5/2020 16:23,,,62,0,6
Gansu,Mainland China,2/5/2020 16:23,,,62,0,6
,Singapore,2/5/2020 16:33,,,28,0,0
,Singapore,2/5/2020 16:33,,,28,0,0
Hainan,Mainland China,2/5/2020 16:43,,,99,1,5
British Columbia,Canada,2/5/2020 17:33,,,2,0,0
British Columbia,Canada,2/5/2020 17:33,,,2,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,,,1,0,0
"Madison, WI",US,2/5/2020 21:53,43.0731,-89.4012,1,0,0
"Madison, WI",US,2/5/2020 21:53,43.0731,-89.4012,1,0,0
Cook Islands,New Zealand,2/5/2020 23:13,,,0,0,0
England,United Kingdom,2/5/2020 23:13,,,0,2,0
Guernsey,United Kingdom,2/5/2020 23:13,,,0,0,0
Hubei,Mainland China,2/5/2020 23:13,,,19665,549,633
Jersey,United Kingdom,2/5/2020 23:13,,,0,0,0
Johor,Malaysia,2/5/2020 23:13,,,0,0,0
Kedah,Malaysia,2/5/2020 23:13,,,0,0,0
Kelantan,Malaysia,2/5/2020 23:13,,,0,0,0
Melaka,Malaysia,2/5/2020 23:13,,,0,0,0
Negeri Sembilan,Malaysia,2/5/2020 23:13,,,0,0,0
Niue,New Zealand,2/5/2020 23:13,,,0,0,0
Northern Ireland,United Kingdom,2/5/2020 23:13,,,0,0,0
Pahang,Malaysia,2/5/2020 23:13,,,0,0,0
Perak,Malaysia,2/5/2020 23:13,,,0,0,0
Perlis,Malaysia,2/5/2020 23:13,,,0,0,0
Pitcairn Islands,United Kingdom,2/5/2020 23:13,,,0,0,0
Pulau Pinang,Malaysia,2/5/2020 23:13,,,0,0,0
Sabah,Malaysia,2/5/2020 23:13,,,0,0,0
Sarawak,Malaysia,2/5/2020 23:13,,,0,0,0
Scotland,United Kingdom,2/5/2020 23:13,,,0,0,0
Selangor,Malaysia,2/5/2020 23:13,,,0,0,0
Terengganu,Malaysia,2/5/2020 23:13,,,0,0,0
Unknown,China,2/5/2020 23:13,,,0,0,0
Unknown,Malaysia,2/5/2020 23:13,,,0,0,0
Unknown,Ukraine,2/5/2020 23:13,,,0,0,0
W.P. Kuala Lumpur,Malaysia,2/5/2020 23:13,,,0,0,0
W.P. Labuan,Malaysia,2/5/2020 23:13,,,0,0,0
W.P. Putrajaya,Malaysia,2/5/2020 23:13,,,0,0,0
Wales,United Kingdom,2/5/2020 23:13,,,0,0,0
,Kiribati,2/5/2020 23:13,,,0,0,0
,Palau,2/5/2020 23:13,,,0,0,0
,Summer Olympics 2020,2/5/2020 23:13,,,0,0,0
,Tonga,2/5/2020 23:13,,,0,0,0
,Winter Olympics 2022,2/5/2020 23:13,,,0,0,0
,Antarctica,2/5/2020 23:13,,,0,0,0
,"Korea, North",2/5/2020 23:13,,,0,0,0
,Nauru,2/5/2020 23:13,,,0,0,0
,Tuvalu,2/5/2020 23:13,,,0,0,0
Yunnan,Mainland China,2/5/2020 23:33,,,128,0,5
Chongqing,Mainland China,2/5/2020 23:43,,,389,2,15
Xinjiang,Mainland China,2/6/2020 1:13,,,36,0,0
,Vietnam,2/6/2020 1:13,,,10,0,1
,Vietnam,2/6/2020 1:13,,,10,0,1
Ningxia,Mainland China,2/6/2020 2:13,,,40,0,1
Qinghai,Mainland China,2/6/2020 2:13,,,18,0,3
Qinghai,Mainland China,2/6/2020 2:13,,,18,0,3
Qinghai,Mainland China,2/6/2020 2:13,,,18,0,3
Qinghai,Mainland China,2/6/2020 2:13,,,18,0,3
Qinghai,Mainland China,2/6/2020 2:13,,,18,0,3
Inner Mongolia,Mainland China,2/6/2020 2:23,,,46,0,4
Jiangxi,Mainland China,2/6/2020 2:33,,,600,0,37
Queensland,Australia,2/6/2020 2:53,,,4,0,0
,Japan,2/6/2020 2:53,,,45,0,1
,South Korea,2/6/2020 2:53,,,23,0,0
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
New South Wales,Australia,2/6/2020 3:13,,,4,0,2
Beijing,Mainland China,2/6/2020 3:23,,,274,1,31
Guangxi,Mainland China,2/6/2020 4:13,,,168,0,14
Shanghai,Mainland China,2/6/2020 6:53,,,257,1,25
Shandong,Mainland China,2/6/2020 7:53,,,347,0,27
Jiangsu,Mainland China,2/6/2020 8:03,,,373,0,34
Sichuan,Mainland China,2/6/2020 8:03,,,321,1,31
Heilongjiang,Mainland China,2/6/2020 8:13,,,227,3,8
Yunnan,Mainland China,2/6/2020 9:43,,,133,0,7
Guizhou,Mainland China,2/6/2020 9:53,,,71,1,6
Zhejiang,Mainland China,2/6/2020 10:53,,,954,0,94
Fujian,Mainland China,2/6/2020 11:03,,,215,0,14
Hainan,Mainland China,2/6/2020 11:13,,,106,1,8
Henan,Mainland China,2/6/2020 11:23,,,851,2,56
Guangdong,Mainland China,2/6/2020 12:43,,,970,0,69
Hunan,Mainland China,2/6/2020 13:13,,,711,0,81
Anhui,Mainland China,2/6/2020 13:33,,,591,0,34
Hebei,Mainland China,2/6/2020 13:53,,,157,1,13
Shaanxi,Mainland China,2/6/2020 13:53,,,173,0,9
Jilin,Mainland China,2/6/2020 14:23,,,59,0,4
Macau,Macau,2/6/2020 14:23,,,10,0,1
Macau,Macau,2/6/2020 14:23,,,10,0,1
Macau,Macau,2/6/2020 14:23,,,10,0,1
Macau,Macau,2/6/2020 14:23,,,10,0,1
Macau,Macau,2/6/2020 14:23,,,10,0,1
Macau,Macau,2/6/2020 14:23,,,10,0,1
Liaoning,Mainland China,2/6/2020 14:33,,,94,0,5
Hong Kong,Hong Kong,2/6/2020 14:43,,,24,1,0
Taiwan,Taiwan,2/6/2020 15:03,,,16,0,1
Taiwan,Taiwan,2/6/2020 15:03,,,16,0,1
Shanxi,Mainland China,2/6/2020 23:03,,,96,0,12
Cook Islands,New Zealand,2/6/2020 23:23,,,0,0,0
England,United Kingdom,2/6/2020 23:23,,,0,2,0
Guernsey,United Kingdom,2/6/2020 23:23,,,0,0,0
Hubei,Mainland China,2/6/2020 23:23,,,22112,618,817
Jersey,United Kingdom,2/6/2020 23:23,,,0,0,0
Johor,Malaysia,2/6/2020 23:23,,,0,0,0
Kedah,Malaysia,2/6/2020 23:23,,,0,0,0
